8765
40 40 39 44
13883 36 1 90 88
46656 20 32 47 77
13889 66 0 68 75
46658 64 71 33 5
13891 28 45 17 75
13888 41 98 68 99
13890 93 7 33 0
13896 37 87 76 24
13897 40 7 54 57
79436 28 54 45 6
46673 51 56 49 21
13905 43 8 17 73
46679 48 91 22 19
13916 89 86 19 94
79458 31 13 73 55
13928 79 72 29 20
79465 97 63 30 44
79466 80 3 88 91
13934 79 95 15 73
13938 24 11 34 7
46707 41 93 48 22
79476 46 48 98 55
13944 53 23 69 60
46713 36 48 23 9
79480 84 55 14 16
13946 72 93 10 86
13955 36 0 47 68
79491 22 61 76 50
13958 87 100 57 22
13959 25 59 87 55
13963 98 100 5 94
79504 25 60 98 21
46740 42 65 57 61
13978 99 6 48 11
13979 11 81 54 96
79514 74 58 22 52
79518 3 45 20 98
46757 9 95 92 56
46758 31 99 72 50
46759 87 30 37 49
13995 63 82 84 37
46763 50 82 1 21
46773 32 22 44 3
46775 52 34 21 35
46777 29 48 41 49
46780 55 61 35 69
79550 67 92 50 20
46785 60 41 20 75
46790 49 53 80 14
79564 79 2 57 43
79571 97 5 15 1
79574 72 75 43 29
46808 95 23 84 11
79577 100 10 63 68
46815 77 44 87 70
46820 41 33 51 77
79590 38 8 32 93
46824 67 55 12 60
14061 12 3 14 34
46832 23 35 41 5
46833 61 9 37 56
14069 59 24 74 70
14075 56 28 14 89
79612 24 4 44 40
14083 38 11 13 29
46860 94 34 74 82
14093 86 63 2 96
79629 86 4 71 56
46866 100 41 31 36
46878 93 66 67 91
79649 57 46 41 12
46881 57 1 78 20
46885 12 80 85 88
46886 82 45 86 71
46890 11 59 19 11
14126 93 84 99 61
46896 57 19 67 93
14129 36 69 82 54
79667 20 87 97 65
14135 45 58 54 37
79672 53 34 7 40
14144 76 54 69 89
79681 56 12 84 4
14146 30 3 90 92
46916 65 13 12 2
14152 83 28 91 7
14155 76 38 0 92
14157 38 64 64 40
14158 14 56 32 74
46929 12 64 52 29
79709 86 45 84 36
46941 86 63 13 64
14185 99 86 1 45
79722 69 80 72 74
14188 6 74 9 74
14199 15 5 42 40
79737 69 60 55 96
46969 30 74 1 85
14203 72 94 18 17
46970 19 95 76 70
46971 64 63 20 21
79740 94 63 56 1
79747 14 6 68 7
14212 72 37 26 40
14220 64 13 10 25
14223 10 42 85 7
47001 57 56 60 72
79770 35 0 56 25
79772 10 70 73 23
14238 83 96 9 29
79778 44 5 80 69
14244 67 75 88 51
47021 28 88 20 28
47023 6 57 49 2
79793 9 94 50 94
14263 2 25 8 91
47032 53 94 99 92
14276 12 96 1 86
14277 14 58 46 57
79814 15 56 66 1
79816 20 75 18 18
47055 31 67 87 93
47058 40 20 54 69
47063 91 22 82 61
14297 83 9 57 24
47069 88 16 79 70
79845 88 27 70 74
79847 99 66 3 4
14319 92 28 20 62
79863 92 59 9 83
47098 12 82 0 96
47099 12 71 54 34
47100 37 40 47 88
79866 25 83 27 21
47104 25 45 60 28
14336 40 67 41 36
47107 34 36 17 0
14345 70 4 87 3
79887 20 86 33 60
47127 0 0 70 44
47128 77 17 6 11
47133 61 50 60 22
79904 44 30 9 78
14373 38 82 100 83
47142 66 57 2 69
79919 71 83 0 43
79926 12 32 63 95
79930 10 10 30 11
79931 15 24 84 42
14395 36 49 86 95
79934 64 63 49 59
79943 44 0 3 9
47178 64 79 14 33
47189 38 74 45 62
14431 16 96 45 28
14440 57 96 19 31
14441 79 4 90 12
79984 52 70 91 81
47216 91 95 71 42
14453 84 93 22 7
14457 64 51 15 96
79997 40 19 81 79
14471 9 74 87 68
14479 8 95 63 64
14482 6 25 40 60
47250 94 68 74 66
14488 47 20 29 29
14493 6 60 2 44
14494 6 71 52 45
80040 66 29 52 74
47277 89 68 80 70
14512 98 7 42 55
14514 5 31 89 94
80056 24 69 1 40
47290 0 50 17 86
14526 31 15 25 70
47294 75 80 97 63
14529 47 71 77 83
47297 63 40 93 99
47307 35 91 0 99
14542 20 85 4 43
80081 98 46 99 15
80089 25 19 85 77
80090 19 57 57 15
47329 88 24 7 54
14566 68 33 44 99
80104 95 78 48 35
14568 55 54 75 49
80106 27 52 13 61
47345 50 27 74 4
80115 8 66 23 20
47348 14 24 37 26
14589 90 57 84 12
47360 17 42 93 78
80131 32 11 52 24
47364 36 9 78 88
80136 36 61 51 70
80137 68 67 53 58
14607 76 26 70 78
14614 100 14 14 80
14621 59 8 6 53
14623 75 92 63 63
47392 5 71 95 36
80162 16 10 35 48
14628 43 83 89 47
47401 22 10 84 90
14636 22 15 77 18
14637 13 48 3 41
80175 35 62 38 58
14645 67 65 43 26
80182 42 33 12 59
14649 79 84 79 63
80186 5 34 11 90
47429 0 62 9 56
47430 73 68 16 71
80200 99 98 23 31
47433 88 27 96 69
47435 26 81 95 10
14674 73 21 36 23
80211 28 50 20 23
80210 54 50 75 15
80213 94 71 43 70
80215 28 86 21 31
14680 24 46 54 0
14683 61 38 85 16
47456 37 31 99 84
80224 22 57 7 65
47463 77 15 99 98
80233 62 54 45 5
80234 68 94 86 38
47467 54 50 27 96
80236 90 49 42 63
47472 72 23 74 100
14708 31 33 17 38
80247 1 25 86 64
14713 92 40 35 44
14720 25 51 0 42
47502 34 58 54 79
47504 4 8 12 67
47507 40 5 51 60
47510 7 45 26 50
47520 62 100 39 10
80289 68 53 75 46
47521 13 26 70 45
80292 45 52 95 92
14765 95 56 80 67
47535 34 85 84 88
80306 78 49 75 18
47544 49 32 8 23
80315 11 38 0 79
80316 55 34 27 31
47550 37 48 68 47
80320 61 74 50 59
47566 74 2 79 3
80343 26 33 28 40
80347 54 34 55 71
47585 95 27 42 98
14818 33 14 38 45
80354 38 17 88 55
14822 86 16 17 60
80359 54 5 94 76
47594 14 93 41 13
47607 94 41 70 87
14842 68 74 89 91
80386 54 82 14 94
14854 6 16 32 19
80394 27 77 32 72
80395 87 40 1 65
47628 7 27 16 9
14861 6 83 77 92
80397 4 54 56 54
47632 90 55 16 42
14865 33 53 91 51
47643 74 96 52 34
47644 44 16 64 43
47656 70 99 62 50
14894 88 42 83 97
14895 46 30 96 33
47663 4 68 50 45
80446 68 46 94 61
47680 72 84 96 67
80450 82 6 81 82
80453 96 17 24 18
14919 52 25 71 56
80468 25 88 60 3
47702 28 75 37 81
47703 70 43 29 23
14938 66 79 44 91
47712 98 18 51 2
14949 53 68 42 26
47717 17 67 37 72
47718 31 49 79 18
47723 46 34 93 56
14958 16 5 65 15
47727 59 60 38 48
14967 40 81 47 60
47735 6 42 79 58
47746 77 64 88 24
47750 3 9 87 43
80522 62 94 25 69
47755 86 16 81 38
14993 49 37 23 100
80529 74 84 36 10
14998 17 52 24 85
80536 1 78 6 8
15003 99 95 50 18
47772 33 100 18 90
47773 32 86 71 25
15006 70 85 94 22
47778 28 95 100 47
47779 0 80 14 40
47780 93 12 38 42
15014 49 83 80 96
15015 83 89 59 46
15020 52 70 10 33
15022 76 89 42 96
47790 33 27 34 70
80567 23 2 62 6
80568 60 51 70 76
47805 93 73 26 59
47807 23 95 62 72
47809 12 46 26 63
47811 7 57 26 65
15045 90 78 9 49
15046 32 51 97 18
15047 74 71 12 60
47815 0 27 54 57
15058 96 77 86 13
80600 67 97 92 3
15065 13 6 43 5
15070 24 16 20 37
15074 57 96 53 76
80612 60 61 0 52
80619 76 97 33 62
80621 59 28 21 88
47860 79 34 65 63
15095 66 0 78 63
80644 20 92 39 71
80647 57 72 75 59
47886 63 34 81 87
15122 82 69 50 20
15126 38 65 42 68
80663 29 52 30 46
15141 36 82 59 91
80681 56 67 86 69
80682 80 100 73 60
47918 0 94 89 34
47919 40 1 32 12
15153 52 96 76 71
80691 6 0 98 33
80692 90 28 63 4
15156 53 23 53 2
47930 55 2 82 35
15172 83 57 35 66
15173 52 16 98 5
47944 45 23 5 1
15179 1 80 96 86
47950 40 41 26 72
15183 59 45 13 92
15186 89 86 95 74
47958 31 21 74 24
80726 11 18 15 36
47960 52 7 64 84
80733 18 24 72 23
80734 49 48 81 16
47967 40 32 50 44
15203 51 86 27 92
15204 87 85 84 56
15208 46 69 66 41
15213 55 96 56 2
15216 99 100 6 51
15217 90 7 38 92
80760 25 31 62 88
80783 56 73 79 33
15249 87 35 35 28
15253 1 61 13 53
48026 99 90 47 12
80796 58 48 21 24
48033 23 58 20 37
48039 95 76 1 42
80810 65 56 49 47
15276 53 57 88 8
80813 36 80 74 32
48047 85 96 27 84
80816 25 13 91 14
15287 100 44 54 40
80826 60 54 99 86
48060 2 81 35 31
80829 33 52 10 52
48061 32 54 83 10
15295 59 52 40 27
80832 12 22 61 33
80835 13 99 15 7
48069 16 42 96 12
15304 33 38 13 68
80841 8 97 39 42
80842 49 54 11 20
15308 41 83 32 44
15309 88 1 82 26
48082 98 49 90 72
48086 96 18 31 42
15329 67 10 2 17
80876 55 49 70 98
48109 0 85 62 92
80888 88 68 80 27
15354 65 23 81 80
80892 97 7 26 7
15368 16 80 62 47
80908 48 27 80 80
80911 34 91 49 6
80918 96 82 35 95
15382 66 73 37 76
80922 80 68 74 7
48155 57 98 97 8
15390 96 17 4 96
15391 24 85 83 99
80927 2 96 83 88
80926 44 49 74 29
15394 6 72 39 70
80930 20 38 53 60
15397 65 80 19 91
15402 89 52 19 76
80940 51 40 95 76
15405 11 36 25 28
48174 66 62 14 85
80947 48 9 74 9
80958 66 88 97 82
48192 95 63 18 94
48196 40 11 73 100
80964 28 76 55 55
15432 90 38 69 18
48204 5 59 56 11
48205 56 17 88 65
48206 71 12 45 12
15443 27 75 84 9
80982 85 81 17 26
48217 46 69 70 62
48220 52 64 35 27
48222 4 49 30 88
80991 2 52 26 26
48225 85 84 9 96
15459 91 21 87 28
48232 17 74 66 65
81005 35 85 3 69
81006 99 43 25 59
81008 84 40 97 28
48245 63 11 29 26
81017 44 15 73 88
15489 11 6 2 30
81032 32 24 72 61
15507 43 92 73 59
48285 6 90 100 98
81056 86 100 47 60
81057 1 93 57 31
15520 74 44 8 90
81061 21 25 84 91
81062 84 79 17 69
48298 33 69 17 73
81067 62 60 35 54
48310 77 72 6 10
81079 64 88 76 63
48313 4 48 77 50
48315 72 71 73 34
81084 58 47 40 11
81083 55 80 6 31
15551 45 93 92 69
48321 18 9 11 70
48323 35 81 57 30
48327 4 41 85 77
81097 56 53 77 6
48339 96 69 58 92
48343 2 35 78 84
48345 22 87 25 62
48346 47 97 50 73
48348 11 5 17 62
15584 67 20 30 24
15585 97 80 30 63
81128 33 79 23 40
15595 45 45 47 79
81137 61 5 54 29
15603 29 88 2 38
81141 100 19 9 4
81142 86 29 90 50
48377 3 58 60 10
15609 22 41 52 98
81151 33 11 52 60
81154 47 77 94 90
48386 40 5 78 60
48397 12 47 79 54
48399 31 37 90 67
15632 41 61 58 66
15638 19 69 41 31
15644 6 17 38 27
81184 48 32 29 28
81186 99 54 70 58
48424 14 19 81 5
48427 22 13 41 17
81196 15 13 35 77
15661 28 53 22 11
48430 42 88 33 37
15676 2 55 81 21
15679 73 63 21 95
48451 39 77 10 35
81224 71 62 32 23
48465 52 43 22 23
81234 50 55 81 19
15705 61 45 29 93
81243 15 8 45 23
48479 68 34 8 57
48482 57 34 54 70
81252 67 33 59 29
81254 31 77 43 10
81255 36 4 27 94
15721 95 69 94 39
15725 89 7 78 0
81265 17 90 37 62
48501 95 87 13 77
48504 9 31 54 86
15738 16 100 12 75
48508 18 100 52 69
15742 49 2 17 5
48516 21 11 97 26
15752 56 52 43 12
15756 25 74 22 23
81294 85 43 41 52
15759 12 85 49 6
48528 7 84 59 77
81302 56 13 30 51
81303 10 65 62 38
48537 28 22 77 72
81305 56 28 89 54
15774 78 42 91 3
48545 19 0 6 16
48548 35 61 27 98
15789 98 62 8 50
81327 79 35 46 84
48563 47 51 96 83
81332 48 66 49 94
48565 20 97 36 99
15798 4 30 91 46
48576 71 37 89 81
48579 61 77 26 36
81348 60 40 46 96
15820 4 17 34 6
15824 26 35 25 88
48597 1 61 24 85
48599 30 1 65 77
81374 48 48 57 65
81377 32 99 57 19
81383 99 99 7 14
81384 44 85 2 39
48620 80 17 73 100
81395 79 99 75 38
15860 15 75 49 29
48632 3 67 63 2
15866 10 28 16 81
15878 76 87 99 14
15879 98 63 52 19
48653 25 55 27 77
81423 21 22 45 1
81432 31 31 4 52
81437 100 0 80 46
48674 56 98 2 56
48676 47 39 13 81
48680 72 0 92 12
15915 5 46 36 94
15919 32 36 39 72
81459 97 82 70 25
48698 57 76 12 41
81469 40 84 65 37
81474 86 48 68 17
15950 74 6 92 72
81486 18 56 48 76
48720 69 16 38 61
81494 28 51 24 51
15958 62 29 3 19
81497 18 82 86 26
48730 18 0 3 64
81499 37 11 36 30
15965 88 32 80 100
81504 9 82 9 17
48736 64 30 95 86
48751 78 70 60 94
48754 22 46 0 74
15998 53 84 95 84
48769 16 11 19 25
48772 13 88 51 41
48776 74 44 5 87
48779 22 76 11 90
48780 57 14 72 0
48781 28 45 26 2
81557 18 57 64 77
16023 93 98 4 68
48792 40 84 37 30
48791 14 26 40 58
81562 95 21 54 69
16040 17 42 80 64
81585 49 96 94 86
81586 27 55 33 68
16050 70 79 28 21
48827 93 40 6 5
16064 37 92 11 3
48844 78 45 59 14
81616 7 99 83 57
81621 73 88 14 28
81634 76 77 55 14
81635 42 81 72 97
81639 56 20 37 5
81643 49 10 40 71
48881 78 17 14 79
16113 52 98 51 49
81654 96 67 80 66
16119 13 55 72 4
81657 92 94 47 87
81663 5 3 2 90
16131 89 4 41 38
16133 69 100 79 17
16136 2 63 75 87
16138 50 36 40 81
81676 95 16 9 3
48910 45 66 2 54
81683 26 96 69 31
16150 33 80 54 92
48919 59 92 28 16
48921 90 10 32 89
16154 78 31 65 46
81695 72 30 12 23
16160 76 99 12 1
81697 4 100 13 72
81696 49 17 23 56
16164 32 65 40 77
48942 98 16 15 28
48943 35 49 46 93
48944 47 69 62 79
16181 46 15 94 38
81719 31 5 89 73
81726 75 9 2 4
16199 54 76 69 78
81735 19 70 38 0
48969 14 31 43 10
48975 61 34 88 0
48980 20 34 42 79
81753 50 52 75 71
81756 25 61 84 63
48989 48 44 75 14
16220 73 82 34 56
48995 39 77 70 81
16227 10 26 96 15
16229 29 62 85 89
16239 36 71 61 94
81783 57 91 12 26
49020 47 30 70 67
81791 34 38 97 34
49023 65 39 16 42
16261 80 5 31 91
81801 22 43 93 49
16267 96 97 55 78
49040 25 58 70 71
49043 85 54 33 89
49048 96 74 41 48
16284 81 95 42 22
49055 96 37 13 70
16288 13 11 85 51
49059 49 1 67 37
49060 86 73 48 87
16291 47 34 13 59
16300 96 23 49 61
49069 97 71 47 63
81840 48 15 77 90
49078 70 63 74 49
49081 24 98 30 99
16315 58 47 39 32
49085 27 17 46 41
81857 25 79 34 38
16326 20 50 64 22
81869 12 28 63 87
49105 65 21 2 67
81874 7 57 99 3
81873 53 94 1 8
49106 69 6 72 71
16342 35 63 16 16
49111 72 53 71 35
16348 57 84 28 73
16349 82 98 21 47
16357 59 3 37 55
16358 10 14 61 31
81895 93 92 88 32
81898 69 91 42 7
16364 20 99 90 74
16368 52 48 12 61
16372 80 66 23 24
81910 46 17 89 74
16375 31 63 39 83
16378 32 61 4 99
81915 23 35 65 41
81914 84 88 81 82
16381 59 73 83 35
49155 93 79 85 5
49157 30 46 48 11
16392 75 72 80 78
16393 52 92 61 65
49169 91 99 6 20
16417 47 97 2 82
49186 30 74 49 50
81954 61 23 92 24
81960 37 100 90 92
81962 70 84 55 78
81964 50 9 62 80
16430 3 77 78 4
81967 15 66 23 12
81969 5 54 44 75
81974 54 23 76 70
16448 30 56 35 48
49223 13 95 98 57
49232 96 43 25 92
16466 97 62 26 36
49236 41 25 96 38
49237 32 50 37 62
16472 96 88 58 81
49245 26 13 59 15
82013 43 19 24 55
82014 59 4 54 4
16482 60 36 100 94
49250 13 2 80 46
82022 68 61 35 63
16488 22 67 19 31
16491 82 27 73 26
82030 16 74 20 10
82032 86 28 20 97
16504 49 14 70 49
16516 9 61 11 100
49289 99 38 86 18
16521 1 1 45 81
82062 67 67 86 93
82067 46 92 8 80
49299 10 99 21 42
82070 86 56 78 77
82072 86 26 61 28
49304 29 38 80 17
16543 70 86 27 39
82081 71 14 70 16
82084 43 69 28 32
16549 52 53 89 48
49318 61 84 99 78
49319 12 1 12 84
16561 94 39 15 20
16567 27 8 2 36
49337 11 3 62 46
16570 50 73 32 47
82112 74 73 14 23
82117 44 64 70 42
49350 19 94 39 66
49349 1 90 57 36
49359 47 70 84 51
49361 50 6 5 97
49365 66 78 56 87
82133 26 31 72 5
82137 89 92 0 55
16603 37 12 3 0
82141 58 63 42 28
49376 59 39 47 93
82144 48 49 73 51
82147 53 96 38 41
49380 85 33 85 6
16612 66 59 33 59
16634 78 55 44 7
16635 85 40 70 28
49409 32 78 57 33
49411 77 17 29 97
49419 78 28 43 98
49422 78 62 16 35
49447 81 58 79 3
82215 33 16 98 24
82218 66 6 37 45
82222 66 37 71 19
82223 49 55 60 86
16690 33 28 27 39
49460 57 31 77 60
82231 71 26 60 75
49466 56 97 57 8
16702 85 57 87 79
16703 63 41 36 98
16710 28 93 73 16
49481 33 26 33 81
82254 43 21 42 40
82255 64 41 50 98
16723 47 67 43 3
49508 38 70 49 15
82277 50 40 10 30
16742 10 22 9 2
82279 36 11 79 55
16749 39 3 81 34
49518 14 8 50 72
16760 45 37 32 95
82299 96 18 10 57
16765 39 90 4 74
49533 75 83 95 19
49538 18 52 93 58
82306 30 7 65 46
49542 11 59 100 61
82319 64 51 82 62
16786 11 45 55 61
16789 84 65 55 70
82338 15 88 10 30
82343 70 11 51 82
82353 22 53 46 30
82361 94 74 91 30
49600 58 23 59 99
82373 87 18 37 93
49607 16 48 20 7
82385 3 40 78 44
16851 22 71 100 80
49621 25 24 79 26
16859 76 100 94 18
82400 98 66 96 46
82402 55 53 40 55
16869 19 74 71 0
49639 32 95 99 72
49641 54 91 81 35
82412 42 36 8 68
82415 23 4 52 77
49647 29 34 35 67
49649 91 62 14 95
49655 90 94 69 90
16887 62 56 6 27
82427 67 79 20 8
49674 64 48 49 19
16913 76 99 40 2
49681 98 50 47 0
16918 39 65 59 39
82469 46 39 62 28
49707 43 93 8 41
49717 56 45 80 44
82487 23 88 11 32
49720 69 52 45 47
16952 73 13 60 50
16958 69 0 44 74
82494 46 13 69 78
82496 86 65 96 61
49729 21 14 85 43
82501 87 11 43 7
16965 66 55 18 30
82516 41 35 88 93
16989 57 62 31 48
16993 71 50 53 33
82536 62 40 3 24
82540 34 12 98 2
82550 37 10 36 94
17023 24 72 16 11
82560 46 41 12 22
17026 0 11 36 80
49801 40 14 99 14
82577 52 6 54 91
17042 36 21 46 69
17046 19 59 55 87
49816 27 62 91 25
82586 89 2 99 87
49821 81 3 15 5
49824 42 29 41 71
49834 6 100 50 54
82603 42 39 7 98
49838 66 11 33 34
17072 47 96 45 85
17078 77 18 56 23
17082 8 71 66 75
49856 65 33 35 15
17089 95 73 27 28
82626 42 70 9 95
17091 53 96 59 64
17101 72 16 94 55
17108 0 46 25 35
49883 41 82 55 78
82652 25 47 5 8
49886 83 9 13 80
49891 29 90 1 31
49892 95 5 75 78
49894 78 88 84 52
17127 88 80 16 0
82671 1 78 9 33
17139 7 9 46 99
49908 74 76 36 18
49916 4 50 51 64
17155 46 16 17 44
17161 52 50 0 7
49930 54 20 35 84
17163 49 61 78 96
49932 49 27 77 89
17181 30 10 51 45
49951 73 73 68 87
82720 24 13 51 40
49964 85 40 0 48
82732 58 30 2 52
17201 90 24 66 12
82738 37 77 85 80
17208 100 99 9 52
49976 42 27 44 23
17215 55 58 13 68
82756 71 56 83 1
82763 81 28 89 92
17227 37 49 44 82
17228 51 81 79 49
17230 49 50 47 95
17234 70 38 7 17
17245 3 15 68 50
17246 10 45 95 28
50020 17 6 78 16
82788 35 0 44 81
17255 9 90 47 64
17256 83 0 37 26
82792 19 82 36 10
17258 50 1 50 37
17262 55 6 84 38
82799 28 80 58 38
50032 10 41 24 12
17265 13 14 13 83
82802 72 83 39 92
82800 92 97 7 10
82803 35 99 37 82
50037 90 57 61 38
17270 76 17 54 49
50043 6 37 60 92
82813 39 61 30 31
50046 33 82 32 46
82822 91 71 15 3
50058 79 98 39 68
17291 99 2 26 44
50063 6 53 79 75
50064 94 24 90 73
17298 17 98 53 32
50072 75 89 27 55
50073 21 41 0 25
82842 18 58 41 90
82841 75 28 87 25
17317 39 6 15 71
82860 88 51 7 19
82863 22 75 19 35
50100 65 84 28 9
17338 24 5 7 88
82875 70 34 39 46
82880 87 2 85 53
50116 78 50 73 49
50119 3 77 56 98
50120 23 16 22 78
82890 47 73 78 76
50128 86 51 51 76
82910 22 81 4 63
82912 4 18 78 33
82913 91 8 75 83
50146 29 72 58 8
17392 7 28 34 90
50166 19 77 93 31
17402 55 47 88 43
17405 13 3 91 25
82941 25 98 65 3
50180 56 79 42 69
50182 49 70 28 21
82956 65 89 79 65
50193 32 49 82 60
82965 24 98 54 57
17432 41 33 95 28
17436 3 67 96 53
82979 33 31 36 21
17446 27 25 38 9
50215 73 60 78 96
50216 16 96 8 69
17452 65 11 9 19
82993 19 97 21 0
17461 45 0 55 23
83001 39 95 90 3
83002 31 19 84 27
50240 78 75 40 68
17472 51 5 97 41
17477 53 43 14 77
83014 50 76 11 2
83018 94 82 96 14
17493 45 48 49 80
50267 48 71 71 53
17501 1 67 98 27
83044 7 73 63 98
50281 34 48 68 94
50285 14 82 91 57
17520 89 86 70 21
83057 76 70 86 6
50288 24 76 82 57
17541 33 20 29 61
17542 58 39 30 6
17546 87 11 94 9
50314 15 68 50 75
50320 92 98 51 41
17556 51 98 17 49
83094 83 27 74 66
83099 68 58 47 65
17567 35 65 96 17
50337 13 25 35 79
50342 21 69 93 28
17581 60 36 58 29
17582 7 2 65 27
50351 73 75 63 50
17583 57 82 52 78
50357 85 56 88 5
83129 46 45 85 88
17600 76 66 34 6
17604 11 18 36 36
83143 66 35 83 46
83146 69 61 32 39
17611 31 54 2 95
17613 77 45 70 99
50383 52 97 40 55
83151 44 1 14 89
17617 49 76 1 82
50384 14 78 29 68
50390 22 43 66 55
50393 1 3 9 20
83163 22 39 63 20
50396 99 47 0 76
50398 88 95 46 62
83167 86 59 83 19
17631 2 9 50 6
50402 42 89 87 62
17643 9 64 32 14
83180 79 61 27 79
50417 9 45 25 39
50425 99 44 57 48
83194 35 1 17 68
17659 94 70 74 41
83196 29 39 20 69
50430 75 63 62 83
17674 53 35 2 77
17687 44 17 6 95
17688 73 11 2 41
50458 35 30 93 52
17691 51 52 36 3
50466 97 63 6 98
17698 94 44 69 46
50472 39 96 69 89
50473 51 45 48 42
50475 35 4 72 81
83244 59 60 92 18
50481 80 1 52 46
50492 54 43 58 30
17725 47 89 7 29
50500 23 50 94 65
50504 32 56 21 39
17736 59 18 20 88
17739 83 72 100 73
50508 27 7 71 31
50510 74 78 32 95
50520 59 43 55 65
50525 87 56 51 75
83297 87 49 32 49
50531 43 35 74 42
83302 35 78 14 78
17769 90 41 38 63
50546 23 53 34 99
83315 90 84 0 56
17780 31 8 60 21
83331 75 43 48 3
17796 18 22 43 28
17802 88 80 70 93
17805 21 22 73 27
83348 72 5 95 69
17819 25 21 69 21
50591 70 38 77 1
50592 54 34 60 60
83366 66 41 78 42
83373 60 35 85 91
50607 35 89 32 36
83376 68 22 37 52
83381 46 87 92 60
83385 97 20 31 82
50618 43 40 70 26
50619 71 60 69 70
83391 54 84 62 82
17857 11 15 40 32
17861 50 25 11 57
50636 39 89 91 81
17868 92 51 23 52
83405 31 100 48 42
17869 5 92 12 79
17874 68 61 15 92
83412 4 58 37 91
50645 3 65 57 42
50649 78 81 30 95
17881 9 8 91 88
17883 56 51 67 63
83428 23 80 94 82
50663 70 38 34 68
50669 3 50 96 26
83438 72 67 75 88
17903 65 37 78 41
83445 2 5 14 33
83448 4 40 7 95
83450 91 51 74 8
50686 35 45 94 5
50692 58 11 98 39
17933 25 47 68 1
83470 36 24 20 66
50709 11 80 93 10
17944 83 49 40 73
50715 73 91 80 63
17955 69 58 74 5
83493 47 24 77 13
83506 92 55 1 72
17972 89 53 67 55
83514 18 81 40 88
50758 96 87 39 76
50761 45 54 88 59
83529 77 28 18 75
50764 73 10 96 73
83534 21 45 89 5
83536 92 11 26 56
83537 37 7 51 26
18003 67 49 93 14
50774 23 80 48 93
18010 70 67 97 91
50778 65 82 31 49
83548 12 59 84 87
83555 21 15 30 44
83556 95 100 11 85
83558 7 45 67 24
50791 19 48 7 88
18024 13 83 83 73
83561 27 67 15 63
18025 51 20 71 77
18023 9 39 97 26
18028 51 71 47 31
50798 91 66 57 91
50799 51 52 8 0
18032 29 13 6 36
83567 56 32 34 99
18044 99 33 55 35
83583 67 28 95 33
50817 34 50 54 63
18051 19 36 19 60
18053 48 22 70 52
18058 50 32 60 86
18059 96 86 12 44
18064 85 63 7 68
83600 87 86 51 37
50836 6 53 21 46
18071 35 6 37 16
50846 53 0 16 20
18081 36 61 93 9
83618 2 19 55 5
18088 0 94 66 71
50857 32 55 49 44
83630 73 3 48 19
18097 31 51 34 30
83636 92 2 56 59
50871 84 89 16 36
50872 12 8 75 23
18105 20 95 45 35
50875 98 51 88 99
83658 71 44 34 36
83662 41 53 86 6
83665 47 25 75 43
18137 77 40 50 63
83678 44 26 74 40
18154 60 66 0 66
50922 32 47 69 27
83696 51 97 55 23
50934 2 98 14 50
18168 34 58 51 20
50940 3 63 14 40
50942 80 68 33 78
83713 33 3 23 3
83715 86 10 70 54
50948 97 5 44 45
83720 25 59 76 41
83726 58 90 31 95
83727 11 37 23 36
83737 49 59 28 74
18203 98 16 60 39
83775 0 96 0 86
51010 51 8 75 66
51012 53 31 2 100
51014 20 3 86 70
18247 36 82 24 56
83782 32 23 20 62
83789 33 54 79 25
51022 45 13 46 67
83794 87 9 48 89
51027 4 75 88 43
51028 11 49 51 25
18260 2 66 43 95
51031 59 69 12 48
83802 38 34 22 89
83804 3 24 74 10
83807 29 81 69 56
18276 72 89 31 92
83816 9 8 66 77
83817 22 75 96 21
18285 0 85 35 39
83824 75 83 47 47
83827 30 86 61 60
83828 21 72 95 10
18295 70 100 40 73
51063 47 53 39 76
83835 60 83 2 44
83838 74 45 6 71
51070 43 27 11 69
18304 93 36 65 75
83842 59 36 23 55
51078 41 88 50 51
18314 38 63 97 54
83853 45 39 22 11
18320 39 65 17 15
83860 73 85 83 1
18330 14 99 9 95
51099 27 79 79 21
18331 88 27 91 88
18341 54 46 3 46
51109 27 49 42 72
18343 86 67 91 73
18354 26 8 46 88
18355 21 20 38 54
83895 23 22 47 45
18360 35 97 56 9
83898 69 53 54 79
51132 74 87 80 1
83902 23 75 72 63
51135 40 26 79 24
83908 1 32 64 17
83912 97 96 85 54
18377 16 43 11 14
83914 87 18 31 60
18384 23 70 64 39
18389 9 96 83 57
83929 4 48 47 93
18395 36 90 80 51
51165 95 22 80 53
18398 98 90 21 97
83934 29 67 95 27
51168 5 36 36 53
51172 29 44 51 2
18415 71 0 40 6
51187 66 48 88 47
51189 57 20 44 63
83961 83 93 40 15
51194 34 58 21 87
83963 24 40 60 41
51197 28 6 73 10
51201 81 15 64 69
18434 54 3 30 15
18442 14 73 93 26
51219 42 49 54 3
83994 70 78 78 77
18463 5 70 30 98
18466 10 83 9 13
18477 0 79 68 25
51247 57 88 23 41
18484 27 42 45 52
84021 9 65 97 97
18487 12 89 87 30
18492 23 44 0 69
18493 65 80 79 30
84033 12 46 27 56
84034 19 66 94 8
84056 63 53 54 93
51304 28 60 20 62
51305 44 11 93 92
51316 19 69 12 34
84089 29 43 98 11
18560 6 26 83 13
84097 49 71 7 56
51338 7 47 27 54
84106 71 15 98 75
84110 59 49 13 45
84111 89 85 3 83
84115 84 19 29 79
51352 10 30 33 13
